Date,Open,High,Low,Close,Adj Close,Volume
2019-05-23,179.800003,180.539993,177.809998,179.660004,177.541138,36529700
2019-05-24,180.199997,182.139999,178.619995,178.970001,176.859283,23714700
2019-05-28,178.919998,180.589996,177.910004,178.229996,176.128006,27948200
2019-05-29,176.419998,179.350006,176,177.380005,175.288025,28481200
2019-05-30,177.949997,179.229996,176.669998,178.300003,176.197189,21218400
2019-05-31,176.229996,177.990005,174.990005,175.070007,173.00528,27043600
2019-06-03,175.600006,177.919998,170.270004,173.300003,171.256134,40396100
2019-06-04,175.440002,179.830002,174.520004,179.639999,177.521378,30968000
2019-06-05,184.279999,184.990005,181.139999,182.539993,180.387146,29773400
2019-06-06,183.080002,185.470001,182.149994,185.220001,183.035568,22526300
2019-06-07,186.509995,191.919998,185.770004,190.149994,187.90741,30684400
2019-06-10,191.809998,195.369995,191.619995,192.580002,190.308762,26220900
2019-06-11,194.860001,196,193.600006,194.809998,192.512451,26932900
2019-06-12,193.949997,195.970001,193.389999,194.190002,191.89978,18221800
2019-06-13,194.699997,196.789993,193.600006,194.149994,191.860229,21674600
2019-06-14,191.550003,193.589996,190.300003,192.740005,190.466873,18761500
2019-06-17,192.899994,194.960007,192.169998,193.889999,191.603317,14669100
2019-06-18,196.050003,200.289993,195.210007,198.449997,196.109528,26551000
2019-06-19,199.679993,199.880005,197.309998,197.869995,195.536377,21124200
2019-06-20,200.369995,200.610001,198.029999,199.460007,197.10762,21514000
2019-06-21,198.800003,200.850006,198.149994,198.779999,196.435623,47800600
2019-06-24,198.539993,200.160004,198.169998,198.580002,196.237991,18220400
2019-06-25,198.429993,199.259995,195.289993,195.570007,193.263504,21070300
2019-06-26,197.770004,200.990005,197.350006,199.800003,197.443619,26067500
2019-06-27,200.289993,201.570007,199.570007,199.740005,197.384323,20899700
2019-06-28,198.679993,199.5,197.050003,197.919998,195.58577,31110600
2019-07-01,203.169998,204.490005,200.649994,201.550003,199.172989,27316700
2019-07-02,201.410004,203.130005,201.360001,202.729996,200.33905,16935200
2019-07-03,203.279999,204.440002,202.690002,204.410004,201.999237,11362000
2019-07-05,203.350006,205.080002,202.899994,204.229996,201.82135,17265500
2019-07-08,200.809998,201.399994,198.410004,200.020004,197.661011,25338600
2019-07-09,199.199997,201.509995,198.809998,201.240005,198.866638,20578000
2019-07-10,201.850006,203.729996,201.559998,203.229996,200.83316,17897100
2019-07-11,203.309998,204.389999,201.710007,201.75,199.370621,20191800
2019-07-12,202.449997,204,202.199997,203.300003,200.902344,17595200
2019-07-15,204.089996,205.869995,204,205.210007,202.78981,16947400
2019-07-16,204.589996,206.110001,203.5,204.5,202.088181,16866800
2019-07-17,204.050003,205.089996,203.270004,203.350006,200.951736,14107500
2019-07-18,204,205.880005,203.699997,205.660004,203.234497,18582200
2019-07-19,205.789993,206.5,202.360001,202.589996,200.200699,20929300
2019-07-22,203.649994,207.229996,203.610001,207.220001,204.776108,22277900
2019-07-23,208.460007,208.910004,207.289993,208.839996,206.376984,18355200
2019-07-24,207.669998,209.149994,207.169998,208.669998,206.209015,14991600
2019-07-25,208.889999,209.240005,206.729996,207.020004,204.578476,13909600
2019-07-26,207.479996,209.729996,207.139999,207.740005,205.289978,17618900
2019-07-29,208.460007,210.639999,208.440002,209.679993,207.207077,21673400
2019-07-30,208.759995,210.160004,207.309998,208.779999,206.317688,33935700
2019-07-31,216.419998,221.369995,211.300003,213.039993,210.527466,69281400
2019-08-01,213.899994,218.029999,206.740005,208.429993,205.971817,54017900
2019-08-02,205.529999,206.429993,201.630005,204.020004,201.613846,40862100
2019-08-05,197.990005,198.649994,192.580002,193.339996,191.059784,52393000
2019-08-06,196.309998,198.070007,194.039993,197,194.67662,35824800
2019-08-07,195.410004,199.559998,193.820007,199.039993,196.692566,33364400
2019-08-08,200.199997,203.529999,199.389999,203.429993,201.030792,27009500
2019-08-09,201.300003,202.759995,199.289993,200.990005,199.374222,24619700
2019-08-12,199.619995,202.050003,199.149994,200.479996,198.868317,22474900
2019-08-13,201.020004,212.139999,200.479996,208.970001,207.290085,47218500
2019-08-14,203.160004,206.440002,202.589996,202.75,201.120071,36547400
2019-08-15,203.460007,205.139999,199.669998,201.740005,200.118195,27227400
2019-08-16,204.279999,207.160004,203.839996,206.5,204.83992,27620400
2019-08-19,210.619995,212.729996,210.029999,210.350006,208.658981,24413600
2019-08-20,210.880005,213.350006,210.320007,210.360001,208.6689,26884300
2019-08-21,212.990005,213.649994,211.600006,212.639999,210.930573,21535400
2019-08-22,213.190002,214.440002,210.75,212.460007,210.752029,22253700
2019-08-23,209.429993,212.050003,201,202.639999,201.010971,46818000
2019-08-26,205.860001,207.190002,205.059998,206.490005,204.830002,26043600
2019-08-27,207.860001,208.550003,203.529999,204.160004,202.518738,25873300
2019-08-28,204.100006,205.720001,203.320007,205.529999,203.877731,15938800
2019-08-29,208.5,209.320007,206.660004,209.009995,207.329742,20990500
2019-08-30,210.160004,210.449997,207.199997,208.740005,207.06192,21143400
2019-09-03,206.429993,206.979996,204.220001,205.699997,204.046341,20023000
2019-09-04,208.389999,209.479996,207.320007,209.190002,207.508316,19188100
2019-09-05,212,213.970001,211.509995,213.279999,211.565414,23913700
2019-09-06,214.050003,214.419998,212.509995,213.259995,211.545578,19362300
2019-09-09,214.839996,216.440002,211.070007,214.169998,212.448273,27309400
2019-09-10,213.860001,216.779999,211.710007,216.699997,214.957916,31777900
2019-09-11,218.070007,223.710007,217.729996,223.589996,221.792542,44289600
2019-09-12,224.800003,226.419998,222.860001,223.089996,221.296555,32226700
2019-09-13,220,220.789993,217.020004,218.75,216.991455,39763300
2019-09-16,217.729996,220.130005,217.559998,219.899994,218.132202,21158100
2019-09-17,219.960007,220.820007,219.119995,220.699997,218.925781,18318700
2019-09-18,221.059998,222.850006,219.440002,222.770004,220.979141,25340000
2019-09-19,222.009995,223.759995,220.369995,220.960007,219.183701,22060600
2019-09-20,221.380005,222.559998,217.470001,217.729996,215.97963,55413100
2019-09-23,218.949997,219.839996,217.649994,218.720001,216.961685,19165500
2019-09-24,221.029999,222.490005,217.190002,217.679993,215.930038,31190800
2019-09-25,218.550003,221.5,217.139999,221.029999,219.253113,21903400
2019-09-26,220,220.940002,218.830002,219.889999,218.122284,18833500
2019-09-27,220.539993,220.960007,217.279999,218.820007,217.060898,25352000
2019-09-30,220.899994,224.580002,220.789993,223.970001,222.169479,25977400
2019-10-01,225.070007,228.220001,224.199997,224.589996,222.7845,34805800
2019-10-02,223.059998,223.580002,217.929993,218.960007,217.199768,34612300
2019-10-03,218.429993,220.960007,215.130005,220.820007,219.0448,28606500
2019-10-04,225.639999,227.490005,223.889999,227.009995,225.185043,34619700
2019-10-07,226.270004,229.929993,225.839996,227.059998,225.234634,30576500
2019-10-08,225.820007,228.059998,224.330002,224.399994,222.596024,27955000
2019-10-09,227.029999,227.789993,225.639999,227.029999,225.204895,18692600
2019-10-10,227.929993,230.440002,227.300003,230.089996,228.24028,28253400
2019-10-11,232.949997,237.639999,232.309998,236.210007,234.311081,41698900
2019-10-14,234.899994,238.130005,234.669998,235.869995,233.973816,24106900
2019-10-15,236.389999,237.649994,234.880005,235.320007,233.428253,21840000
2019-10-16,233.369995,235.240005,233.199997,234.369995,232.48587,18475800
2019-10-17,235.089996,236.149994,233.520004,235.279999,233.388565,16896300
2019-10-18,234.589996,237.580002,234.289993,236.410004,234.509491,24358400
2019-10-21,237.520004,240.990005,237.320007,240.509995,238.576508,21811800
2019-10-22,241.160004,242.199997,239.619995,239.960007,238.030945,20573400
2019-10-23,242.100006,243.240005,241.220001,243.179993,241.225052,18957200
2019-10-24,244.509995,244.800003,241.809998,243.580002,241.621826,17318800
2019-10-25,243.160004,246.729996,242.880005,246.580002,244.597717,18369300
2019-10-28,247.419998,249.25,246.720001,249.050003,247.047867,24143200
2019-10-29,248.970001,249.75,242.570007,243.289993,241.334152,35709900
2019-10-30,244.759995,245.300003,241.210007,243.259995,241.304398,31130500
2019-10-31,247.240005,249.169998,237.259995,248.759995,246.760193,34790500
2019-11-01,249.539993,255.929993,249.160004,255.820007,253.763443,37781300
2019-11-04,257.329987,257.850006,255.380005,257.5,255.429932,25818000
2019-11-05,257.049988,258.190002,256.320007,257.130005,255.062927,19974400
2019-11-06,256.769989,257.48999,255.369995,257.23999,255.172012,18966100
2019-11-07,258.73999,260.350006,258.109985,259.429993,258.117004,23735100
2019-11-08,258.690002,260.440002,256.850006,260.140015,258.823456,17496600
2019-11-11,258.299988,262.470001,258.279999,262.200012,260.873016,20455300
2019-11-12,261.549988,262.790009,260.920013,261.959991,260.634216,21847200
2019-11-13,261.130005,264.779999,261.070007,264.470001,263.131531,25683600
2019-11-14,263.75,264.880005,262.100006,262.640015,261.310791,22295700
2019-11-15,263.679993,265.779999,263.01001,265.76001,264.415009,25051600
2019-11-18,265.799988,267.429993,264.230011,267.100006,265.74823,21675800
2019-11-19,267.899994,268,265.390015,266.290009,264.942322,19041800
2019-11-20,265.540009,266.079987,260.399994,263.190002,261.858032,26558600
2019-11-21,263.690002,264.01001,261.179993,262.01001,260.68399,30324600
2019-11-22,262.589996,263.179993,260.839996,261.779999,260.455139,16321800
2019-11-25,262.709991,266.440002,262.519989,266.369995,265.021912,21005100
2019-11-26,266.940002,267.160004,262.5,264.290009,262.952423,26301900
2019-11-27,265.579987,267.980011,265.309998,267.839996,266.484467,16308900
2019-11-29,266.600006,268,265.899994,267.25,265.897461,11654400
2019-12-02,267.269989,268.25,263.450012,264.160004,262.82309,23621800
2019-12-03,258.309998,259.529999,256.290009,259.450012,258.136963,28607600
2019-12-04,261.070007,263.309998,260.679993,261.73999,260.415344,16795400
2019-12-05,263.790009,265.890015,262.730011,265.579987,264.235901,18606100
2019-12-06,267.480011,271,267.299988,270.709991,269.339935,26518900
2019-12-09,270,270.799988,264.910004,266.920013,265.569122,32010600
2019-12-10,268.600006,270.070007,265.859985,268.480011,267.121246,22605100
2019-12-11,268.809998,271.100006,268.5,270.769989,269.399658,19689200
2019-12-12,267.779999,272.559998,267.320007,271.459991,270.086151,34327600
2019-12-13,271.459991,275.299988,270.929993,275.149994,273.757477,33396900
2019-12-16,277,280.790009,276.980011,279.859985,278.443604,32046500
2019-12-17,279.570007,281.769989,278.799988,280.410004,278.990875,28539600
2019-12-18,279.799988,281.899994,279.119995,279.73999,278.324249,29007100
2019-12-19,279.5,281.179993,278.950012,280.019989,278.602814,24592300
2019-12-20,282.230011,282.649994,278.559998,279.440002,278.025757,68994500
2019-12-23,280.529999,284.25,280.369995,284,282.562683,24643000
2019-12-24,284.690002,284.890015,282.920013,284.269989,282.831299,12119700
2019-12-26,284.820007,289.980011,284.700012,289.910004,288.44278,23280300
2019-12-27,291.119995,293.970001,288.119995,289.799988,288.333313,36566500
2019-12-30,289.459991,292.690002,285.220001,291.519989,290.044617,36028600
2019-12-31,289.929993,293.679993,289.519989,293.649994,292.163818,25201400
2020-01-02,296.23999,300.600006,295.190002,300.350006,298.829956,33870100
2020-01-03,297.149994,300.579987,296.5,297.429993,295.924713,36580700
2020-01-06,293.790009,299.959991,292.75,299.799988,298.282715,29596800
2020-01-07,299.839996,300.899994,297.480011,298.390015,296.879883,27218000
2020-01-08,297.160004,304.440002,297.160004,303.190002,301.655548,33019800
2020-01-09,307.23999,310.429993,306.200012,309.630005,308.062988,42527100
2020-01-10,310.600006,312.670013,308.25,310.329987,308.759399,35161200
2020-01-13,311.640015,317.070007,311.149994,316.959991,315.355865,30383000
2020-01-14,316.700012,317.570007,312.170013,312.679993,311.097534,40488600
2020-01-15,311.850006,315.5,309.549988,311.339996,309.764313,30480900
2020-01-16,313.589996,315.700012,312.089996,315.23999,313.644562,27207300
2020-01-17,316.269989,318.73999,315,318.730011,317.116943,34454100
2020-01-21,317.190002,319.019989,316,316.570007,314.967865,27710800
2020-01-22,318.579987,319.98999,317.309998,317.700012,316.092163,25458100
2020-01-23,317.920013,319.559998,315.649994,319.230011,317.61441,26118000
2020-01-24,320.25,323.329987,317.519989,318.309998,316.699036,36634400
2020-01-27,310.059998,311.769989,304.880005,308.950012,307.386414,40485000
2020-01-28,312.600006,318.399994,312.190002,317.690002,316.082184,40558500
2020-01-29,324.450012,327.850006,321.380005,324.339996,322.698517,54057300
2020-01-30,320.540009,324.089996,318.75,323.869995,322.230896,31685800
2020-01-31,320.929993,322.679993,308.290009,309.51001,307.943604,49897100
2020-02-03,304.299988,313.48999,302.220001,308.660004,307.0979,43496400
2020-02-04,315.309998,319.640015,313.630005,318.850006,317.236298,34154100
2020-02-05,323.519989,324.76001,318.950012,321.450012,319.823181,29706700
2020-02-06,322.570007,325.220001,320.26001,325.209991,323.564117,26356400
2020-02-07,322.369995,323.399994,318,320.029999,319.166016,29421000
2020-02-10,314.179993,321.549988,313.850006,321.549988,320.681915,27337200
2020-02-11,323.600006,323.899994,318.709991,319.609985,318.747131,23580800
2020-02-12,321.470001,327.220001,321.470001,327.200012,326.316681,28432600
2020-02-13,324.190002,326.220001,323.350006,324.869995,323.99295,23686900
2020-02-14,324.73999,325.980011,322.850006,324.950012,324.072754,20028400
2020-02-18,315.359985,319.75,314.609985,319,318.138794,38132800
2020-02-19,320,324.570007,320,323.619995,322.746338,23496000
2020-02-20,322.630005,324.649994,318.209991,320.299988,319.435272,25141500
2020-02-21,318.619995,320.450012,310.5,313.049988,312.204865,32388500
2020-02-24,297.26001,304.179993,289.230011,298.179993,297.375,55548800
2020-02-25,300.950012,302.529999,286.130005,288.079987,287.302277,57668400
2020-02-26,286.529999,297.880005,286.5,292.649994,291.859924,49513700
2020-02-27,281.100006,286,272.959991,273.519989,272.781586,80151400
2020-02-28,257.26001,278.410004,256.369995,273.359985,272.622009,106721200
2020-03-02,282.279999,301.440002,277.720001,298.809998,298.003296,85349300
2020-03-03,303.670013,304,285.799988,289.320007,288.53894,79868900
2020-03-04,296.440002,303.399994,293.130005,302.73999,301.922699,54794600
2020-03-05,295.519989,299.549988,291.410004,292.920013,292.129211,46893200
2020-03-06,282,290.820007,281.230011,289.029999,288.249725,56544200
2020-03-09,263.75,278.089996,263,266.170013,265.451447,71686200
2020-03-10,277.140015,286.440002,269.369995,285.339996,284.569672,71322500
2020-03-11,277.390015,281.220001,271.859985,275.429993,274.686432,63899700
2020-03-12,255.940002,270,248,248.229996,247.55986,104618500
2020-03-13,264.890015,279.920013,252.949997,277.970001,277.219574,92683000
2020-03-16,241.949997,259.079987,240,242.210007,241.556122,80605900
2020-03-17,247.509995,257.609985,238.399994,252.860001,252.177368,81014000
2020-03-18,239.770004,250,237.119995,246.669998,246.004074,75058400
2020-03-19,247.389999,252.839996,242.610001,244.779999,244.119171,67964300
2020-03-20,247.179993,251.830002,228,229.240005,228.62114,100423300
2020-03-23,228.080002,228.5,212.610001,224.369995,223.764267,84188200
2020-03-24,236.360001,247.690002,234.300003,246.880005,246.213516,71882800
2020-03-25,250.75,258.25,244.300003,245.520004,244.857178,75900500
2020-03-26,246.520004,258.679993,246.360001,258.440002,257.74231,63021800
2020-03-27,252.75,255.869995,247.050003,247.740005,247.071182,51054200
2020-03-30,250.740005,255.520004,249.399994,254.809998,254.122101,41994100
2020-03-31,255.600006,262.48999,252,254.289993,253.6035,49250500
2020-04-01,246.5,248.720001,239.130005,240.910004,240.259628,44054600
2020-04-02,240.339996,245.149994,236.899994,244.929993,244.268768,41483500
2020-04-03,242.800003,245.699997,238.970001,241.410004,240.75827,32470000
2020-04-06,250.899994,263.109985,249.380005,262.470001,261.761414,50455100
2020-04-07,270.799988,271.700012,259,259.429993,258.729614,50721800
2020-04-08,262.73999,267.369995,261.230011,266.070007,265.351715,42223800
2020-04-09,268.700012,270.070007,264.700012,267.98999,267.26651,40529100
2020-04-13,268.309998,273.700012,265.829987,273.25,272.512329,32755700
2020-04-14,280,288.25,278.049988,287.049988,286.275055,48748700
2020-04-15,282.399994,286.329987,280.630005,284.429993,283.66214,32788600
2020-04-16,287.380005,288.200012,282.350006,286.690002,285.916046,39281300
2020-04-17,284.690002,286.950012,276.859985,282.799988,282.03653,53812500
2020-04-20,277.950012,281.679993,276.850006,276.929993,276.182373,32503800
2020-04-21,276.279999,277.25,265.429993,268.369995,267.645477,45247900
2020-04-22,273.609985,277.899994,272.200012,276.100006,275.354614,29264300
2020-04-23,275.869995,281.75,274.869995,275.029999,274.287506,31203600
2020-04-24,277.200012,283.01001,277,282.970001,282.206085,31627200
2020-04-27,281.799988,284.540009,279.950012,283.170013,282.405548,29271900
2020-04-28,285.079987,285.829987,278.200012,278.579987,277.827911,28001200
2020-04-29,284.730011,289.670013,283.890015,287.730011,286.953247,34320200
2020-04-30,289.959991,294.529999,288.350006,293.799988,293.006836,45766000
2020-05-01,286.25,299,285.850006,289.070007,288.289612,60154200
2020-05-04,289.170013,293.690002,286.320007,293.160004,292.368561,33392000
2020-05-05,295.059998,301,294.459991,297.559998,296.756683,36937800
2020-05-06,300.459991,303.23999,298.869995,300.630005,299.81839,35583400
2020-05-07,303.220001,305.170013,301.970001,303.73999,302.919983,28803800
2020-05-08,305.640015,310.350006,304.290009,310.130005,310.130005,33512000
2020-05-11,308.100006,317.049988,307.23999,315.01001,315.01001,36486600
2020-05-12,317.829987,319.690002,310.910004,311.410004,311.410004,40575300
2020-05-13,312.149994,315.950012,303.209991,307.649994,307.649994,50155600
2020-05-14,304.51001,309.790009,301.529999,309.540009,309.540009,39732300
2020-05-15,300.350006,307.899994,300.209991,307.709991,307.709991,41587100
2020-05-18,313.170013,316.5,310.320007,314.959991,314.959991,33843100
2020-05-19,315.029999,318.519989,313.01001,313.140015,313.140015,25432400
2020-05-20,316.679993,319.519989,316.519989,319.230011,319.230011,27876200
2020-05-21,318.660004,320.890015,315.869995,316.850006,316.850006,25672200
2020-05-22,315.769989,319.230011,315.350006,318.890015,318.890015,20430600
